AB,Abbie,,,XR,"['Cherry',","'Sherry',","'Cherie',","'Sherrie',","'Cheri',","'Sherri',","'Sheri',","'Shari',","'Sheree',","'Sherie',","'Cherri',","'Shara',","'Tiara',",'Ciara'],,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Abby,,,HL,"['Hallie',","'Holly',","'Hollie',","'Holli',","'Haley',","'Hayley',","'Hailey',","'Haylee',","'Hailee',","'Halie',","'Hali',","'Halle',",'Haylie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Abbey,,,MR,"['Mary',","'Marie',","'Maria',","'Myra',","'Merry',","'Mari',","'Maura',","'Mayra',","'Mara',","'Moira',","'Mariah',","'Maira',",'Moriah'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABKL,Abigail,,,MRL,"['Muriel',","'Merle',","'Myrl',","'Myrle',","'Marylou',","'Marla',","'Marilee',","'Marilou',","'Meryl',","'Marlo',","'Mariel',","'Mariela',",'Marlee'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABKL,Abbigail,,,KTLN,"['Catalina',","'Caitlin',","'Katelyn',","'Kaitlin',","'Kaitlyn',","'Caitlyn',","'Katlyn',","'Katelynn',","'Katelin',","'Kaitlynn',","'Katlin',",'Katlynn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR,Aubrey,,,KS,"['Gussie',","'Cassie',","'Casey',","'Kasey',","'Kizzy',","'Kacie',","'Kacey',","'Casie',","'Kaci',","'Kassie',","'Kacy',",'Kaycee'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR,Aubree,,,RN,"['Rena',","'Renee',","'Ronnie',","'Ronna',","'Rene',","'Renae',","'Roni',","'Renea',","'Rona',","'Raina',","'Reyna',",'Reina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF,Ava,,,LRN,"['Lorene',","'Lorraine',","'Lorena',","'Loraine',","'Lorna',","'Lorine',","'Lauren',","'Laraine',","'Laureen',","'Loriann',","'Loren',",'Lauryn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,Avery,,,ALN,"['Aline',","'Aileen',","'Allene',","'Alene',","'Aleen',","'Alline',","'Alana',","'Alina',","'Alaina',","'Alanna',","'Alayna',",'Alena'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFS,Avis,,,BL,"['Beulah',","'Belle',","'Bella',","'Billie',","'Bell',","'Beaulah',","'Bulah',","'Billy',","'Bailey',","'Baylee',",'Bailee'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTN,Afton,,,LT,"['Lydia',","'Lottie',","'Leota',","'Leta',","'Lettie',","'Lyda',","'Lida',","'Ludie',","'Leda',","'Lidia',",'Luetta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ,Aja,,,K0RN,"['Catherine',","'Katherine',","'Kathryn',","'Katharine',","'Catharine',","'Cathryn',","'Kathrine',","'Kathryne',","'Katheryn',","'Katharina',",'Cathrine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK0,Agatha,,,ALX,"['Alicia',","'Alesia',","'Alisha',","'Alecia',","'Alysia',","'Alexa',","'Alesha',","'Alycia',","'Alysha',","'Alexia',",'Alex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKST,Augusta,,,MRN,"['Marion',","'Marian',","'Maurine',","'Myrna',","'Mariana',","'Marianne',","'Marianna',","'Marina',","'Maureen',","'Mariann',",'Marnie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKSTN,Augustine,,,KRSTN,"['Cristina',","'Kristine',","'Kristin',","'Kristen',","'Kristina',","'Kirsten',","'Kristyn',","'Kristan',","'Cristin',","'Kiersten',",'Kirstin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKSTN,Agustina,,,NL,"['Nellie',","'Nell',","'Nola',","'Nelle',","'Nella',","'Nila',","'Nelly',","'Noel',","'Noelia',",'Noelle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Allie,,,BRN,"['Brian',","'Briana',","'Brianna',","'Brianne',","'Brenna',","'Breanna',","'Breanne',","'Breann',","'Breana',",'Breonna'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Ali,,,TL,"['Della',","'Tillie',","'Delia',","'Dollie',","'Dolly',","'Dell',","'Dale',","'Twyla',","'Talia',",'Dalia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Ayla,,,JT,"['Jettie',","'Judy',","'Judi',","'Judie',","'Jody',","'Joetta',","'Jodi',","'Jodie',","'Jada',",'Jade'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Aleah,,,XRL,"['Shirley',","'Charlie',","'Shirlee',","'Cheryl',","'Sheryl',","'Sherrill',","'Cheryle',","'Sherryl',","'Charla',",'Sharla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL0,Althea,,,MRLN,"['Marilyn',","'Marilynn',","'Marlene',","'Marlyn',","'Marylyn',","'Marylin',","'Merlene',","'Merilyn',",'Marlena'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL0,Aletha,,,L,"['Leah',","'Lee',","'Lou',","'Lue',","'Lea',","'Louie',","'L',","'Lu',",'Lia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL0,Altha,,,XL,"['Chloe',","'Sheila',","'Shelia',","'Shelley',","'Shelly',","'Shellie',","'Shelli',","'Shiela',",'Shayla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Alba,,,MT,"['Mattie',","'Maude',","'Maud',","'Maudie',","'Meta',","'Mittie',","'Madie',","'Meda',",'Maida'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBN,Albina,,,SSN,"['Susan',","'Susanna',","'Suzanne',","'Susana',","'Susanne',","'Suzan',","'Suzann',","'Susann',",'Suzanna'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBR0,Albertha,,,KLN,"['Glenna',","'Glennie',","'Colleen',","'Coleen',","'Kaylin',","'Kaylyn',","'Kalyn',","'Kaylynn',",'Kailyn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBRT,Alberta,,,KRLN,"['Caroline',","'Carolyn',","'Carolina',","'Carlene',","'Carleen',","'Carolann',","'Karolyn',","'Carolynn',",'Karlene'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBRTN,Albertine,,,KLT,"['Goldie',","'Claudia',","'Golda',","'Clyde',","'Claudie',","'Cleta',","'Goldia',","'Colette',",'Collette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALF,Alpha,,,KRS,"['Grace',","'Gracie',","'Grayce',","'Cruz',","'Kris',","'Carissa',","'Carisa',","'Crissy',",'Karissa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALF,Alva,,,TFN,"['Daphne',","'Tiffany',","'Tiffani',","'Devon',","'Tiffanie',","'Davina',","'Devin',","'Devan',",'Devyn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFN,Alvina,,,BRTN,"['Brittany',","'Brittney',","'Britney',","'Brittani',","'Brittni',","'Britni',","'Brittanie',","'Britany',",'Brittny'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFN,Alvena,,,FRT,"['Frieda',","'Freda',","'Verda',","'Freida',","'Freeda',","'Verdie',","'Frida',",'Freddie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFR,Alvera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFRT,Alverta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFRT,Alfreda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALJNTR,Alejandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALJNTRN,Alejandrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALM,Alma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMR,Almira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMT,Almeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMT,Almeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Aline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Aileen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Allene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Alene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Aleen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Alline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Alana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Alina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Alaina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Alanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Alayna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALN,Alena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNTR,Alondra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Alyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Alisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Alyssa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Alissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Alyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Allyssa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Alysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALSN,Alison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALSN,Allison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALSN,Allyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALSN,Alyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALSNTR,Alessandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALT,Alta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALT,Alda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALT,Alida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALT,Aleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTKRX,Altagracia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alesha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alycia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alysha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alexia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALX,Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALXNTR,Alexandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALXNTR,Alexandria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALXNTR,Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALXNTR,Alexandrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALXS,Alexis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALXS,Alexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALY,Aaliyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALY,Aliyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,Amy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,Amie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,Aimee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,Ami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBR,Amber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AML,Amelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AML,Amalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMN,Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNT,Amanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMPR,Amparo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMRK,America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,Annie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,Ann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,Anne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,Ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN0N,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANBL,Annabelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANBL,Annabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANBL,Annabell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANBL,Anabel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJ,Angie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJL,Angela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJL,Angelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJL,Angel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJLK,Angelica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJLK,Angelique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJLK,Anjelica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJLN,Angelina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJLN,Angeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJLT,Angelita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJNT,Anjanette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANK,Anika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANK,Annika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM,Annamae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANMR,Annmarie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANMR,Annamarie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANMR,Annemarie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANS,Agnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANS,Annis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANS,Anissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANS,Anais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANSTX,Anastasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT,Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT,Annette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT,Annetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTN,Antonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTNN,Antonina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTNT,Antoinette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTNT,Antonette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTNT,Antonetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTNT,Antonietta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTR,Andrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTR,Anitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTR,Andria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTR,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANXNT,Antionette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANY,Anya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APRL,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Arrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Ara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,Aurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0,Aretha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR0R,Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARFL,Arvilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARL,Aurelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARL,Arlie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARL,Ariel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARL,Arielle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARLN,Arlene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARLN,Arline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARLN,Arleen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMT,Armida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARN,Ariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARN,Arianna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARR,Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARR,Aurore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSL,Araceli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ART,Artie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ART0,Ardith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTL,Ardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTL,Ardell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTS,Ardis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASNT,Assunta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASPN,Aspen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
